individualId,count,coverage,parent1,parent2
1,0,0.852365,0,0
2,0,0.814222,0,0
3,0,0.774150,0,0
4,0,0.770839,0,0
5,0,0.754974,0,0
6,0,0.740168,0,0
7,0,0.768867,0,0
8,0,0.762454,0,0
9,0,0.746585,0,0
10,0,0.749627,0,0
11,0,0.733229,0,0
12,0,0.745727,0,0
13,0,0.730187,0,0
14,0,0.712069,0,0
15,0,0.723184,0,0
16,0,0.704008,0,0
17,0,0.697595,0,0
18,0,0.687013,0,0
19,0,0.663989,0,0
20,0,0.680071,0,0
21,0,0.674515,0,0
22,0,0.661155,0,0
23,0,0.667837,0,0
24,0,0.648661,0,0
25,0,0.643631,0,0
26,0,0.644757,0,0
27,0,0.642248,0,0
28,0,0.622799,0,0
29,0,0.631133,0,0
30,0,0.608053,0,0
31,0,0.615528,0,0
32,0,0.614141,0,0
33,0,0.562105,0,0
34,0,0.589999,0,0
35,0,0.600786,0,0
36,0,0.567985,0,0
37,0,0.588019,0,0
38,0,0.554946,0,0
39,0,0.542717,0,0
40,0,0.569372,0,0
41,0,0.551643,0,0
42,0,0.571829,0,0
43,0,0.496825,0,0
44,0,0.509484,0,0
45,0,0.473906,0,0
46,0,0.403391,0,0
47,0,0.355728,0,0
48,0,0.327473,0,0
49,0,0.294565,0,0
50,0,0.291787,0,0
1,1,0.933418,1,1
2,1,0.933418,0,0
5,1,0.925084,38,6
6,1,0.922306,2,32
17,1,0.911195,8,8
37,1,0.883418,30,30
41,1,0.888973,31,31
48,1,0.872306,44,7
1,2,0.933418,6,1
2,2,0.933418,1,48
3,2,0.933418,2,2
5,2,0.933418,0,0
7,2,0.933418,1,1
9,2,0.930640,17,5
11,2,0.925084,5,5
23,2,0.911195,17,17
41,2,0.883418,37,37
43,2,0.888973,17,41
1,3,0.933418,1,43
2,3,0.933418,1,1
3,3,0.933418,0,0
4,3,0.933418,11,2
6,3,0.933418,2,2
9,3,0.933418,7,7
10,3,0.933418,5,5
11,3,0.933418,3,3
14,3,0.933418,3,7
20,3,0.930640,9,9
23,3,0.925084,11,41
29,3,0.916751,23,23
49,3,0.883418,41,41
1,4,0.933418,9,1
4,4,0.933418,3,3
6,4,0.933418,2,1
7,4,0.933418,4,4
11,4,0.933418,10,9
18,4,0.933418,14,14
19,4,0.933418,9,23
20,4,0.933418,11,10
25,4,0.933418,6,10
26,4,0.930640,20,20
36,4,0.916751,29,29
48,4,0.883418,49,49
2,5,0.933418,11,36
3,5,0.933418,1,1
4,5,0.933418,1,20
5,5,0.933418,0,0
8,5,0.933418,4,20
9,5,0.933418,19,4
10,5,0.933418,6,48
11,5,0.933418,6,26
12,5,0.933418,6,6
14,5,0.933418,7,7
21,5,0.933418,20,18
25,5,0.933418,4,20
33,5,0.933418,25,25
4,6,0.933418,2,2
5,6,0.933418,2,25
6,6,0.933418,14,2
7,6,0.933418,9,12
8,6,0.933418,12,4
9,6,0.933418,4,4
10,6,0.933418,3,11
11,6,0.933418,5,5
13,6,0.933418,25,9
14,6,0.933418,8,8
17,6,0.933418,12,9
19,6,0.933418,12,4
20,6,0.933418,12,12
21,6,0.933418,3,11
22,6,0.933418,10,10
23,6,0.933418,9,12
24,6,0.933418,12,9
34,6,0.933418,14,21
41,6,0.933418,33,33
1,7,0.930640,0,0
2,7,0.933418,14,5
3,7,0.933418,6,10
5,7,0.933418,19,4
7,7,0.933418,24,7
9,7,0.933418,9,8
11,7,0.933418,41,10
15,7,0.933418,9,9
17,7,0.933418,34,13
18,7,0.933418,14,5
20,7,0.933418,22,17
27,7,0.933418,11,11
29,7,0.933418,20,20
31,7,0.933418,22,21
32,7,0.933418,23,23
39,7,0.933418,22,21
41,7,0.933418,6,10
1,8,0.930640,1,18
2,8,0.930640,1,1
3,8,0.930640,0,0
4,8,0.933418,5,2
8,8,0.933418,5,3
9,8,0.933418,5,27
10,8,0.933418,7,7
17,8,0.933418,15,11
20,8,0.933418,9,17
22,8,0.933418,20,29
26,8,0.933418,27,32
37,8,0.933418,31,31
39,8,0.933418,41,39
41,8,0.933418,20,29
1,9,0.938973,22,41
2,9,0.936195,37,1
3,9,0.930640,17,2
4,9,0.930640,10,3
7,9,0.933418,4,4
14,9,0.933418,8,26
16,9,0.933418,9,9
29,9,0.933418,20,20
40,9,0.933418,39,39
41,9,0.933418,10,3
4,10,0.938973,1,14
5,10,0.938973,1,1
6,10,0.936195,29,4
7,10,0.936195,2,2
8,10,0.936195,2,1
10,10,0.936195,2,2
11,10,0.930640,3,3
13,10,0.933418,7,7
14,10,0.933418,4,7
26,10,0.933418,16,16
37,10,0.933418,41,40
1,11,0.940095,8,14
3,11,0.940095,5,26
5,11,0.940095,4,6
7,11,0.940095,5,5
11,11,0.937318,6,6
14,11,0.937318,11,10
15,11,0.937318,10,7
17,11,0.937318,8,8
18,11,0.937318,7,7
19,11,0.937318,37,7
23,11,0.937318,10,7
27,11,0.934540,13,13
1,12,0.940095,1,1
2,12,0.940095,0,0
6,12,0.940095,19,3
7,12,0.940095,15,3
9,12,0.940095,3,3
11,12,0.940095,5,5
13,12,0.940095,7,7
15,12,0.937318,11,11
18,12,0.937318,14,14
20,12,0.937318,23,17
25,12,0.937318,18,18
32,12,0.934540,27,27
1,13,0.942873,1,32
3,13,0.940095,6,2
4,13,0.940095,1,1
10,13,0.940095,7,13
13,13,0.940095,9,11
14,13,0.940095,11,11
