individualId,count,coverage,parent1,parent2
1,0,0.715596,0,0
2,0,0.690011,0,0
3,0,0.620370,0,0
4,0,0.691109,0,0
5,0,0.651688,0,0
6,0,0.659772,0,0
7,0,0.619622,0,0
8,0,0.631042,0,0
9,0,0.590918,0,0
10,0,0.567524,0,0
11,0,0.607310,0,0
12,0,0.613791,0,0
13,0,0.603558,0,0
14,0,0.557034,0,0
15,0,0.567887,0,0
16,0,0.541669,0,0
17,0,0.521006,0,0
18,0,0.526854,0,0
19,0,0.507117,0,0
20,0,0.516715,0,0
21,0,0.499171,0,0
22,0,0.554908,0,0
23,0,0.485282,0,0
24,0,0.475682,0,0
25,0,0.450097,0,0
26,0,0.469834,0,0
27,0,0.512703,0,0
28,0,0.463379,0,0
29,0,0.463986,0,0
30,0,0.475379,0,0
31,0,0.449793,0,0
32,0,0.453545,0,0
33,0,0.432249,0,0
34,0,0.438097,0,0
35,0,0.418084,0,0
36,0,0.423932,0,0
37,0,0.366646,0,0
38,0,0.427315,0,0
39,0,0.346504,0,0
40,0,0.346228,0,0
41,0,0.360393,0,0
42,0,0.310133,0,0
43,0,0.318450,0,0
44,0,0.318450,0,0
45,0,0.245137,0,0
46,0,0.241758,0,0
47,0,0.220874,0,0
48,0,0.144103,0,0
49,0,0.144103,0,0
50,0,0.426928,0,0
1,1,0.812987,16,1
3,1,0.812987,0,0
4,1,0.795443,25,31
5,1,0.801291,6,8
6,1,0.801291,7,7
10,1,0.801291,6,11
12,1,0.795443,10,10
16,1,0.795443,12,12
25,1,0.783747,16,1
29,1,0.783747,32,50
32,1,0.777899,25,25
36,1,0.777899,23,23
48,1,0.760355,44,24
1,2,0.911098,10,4
2,2,0.911098,1,1
4,2,0.911098,0,0
5,2,0.911098,16,3
7,2,0.905250,36,16
9,2,0.899402,5,5
10,2,0.899402,5,48
12,2,0.899402,6,6
17,2,0.899402,25,12
26,2,0.893554,16,32
27,2,0.893554,16,16
35,2,0.881859,29,29
1,3,0.911098,0,0
4,3,0.911098,26,1
5,3,0.916946,7,5
6,3,0.911098,2,2
8,3,0.911098,4,4
17,3,0.899402,35,10
18,3,0.899402,9,9
24,3,0.899402,17,17
40,3,0.881859,27,12
2,4,0.924354,18,1
5,4,0.918506,1,1
8,4,0.918506,1,4
9,4,0.924354,5,5
10,4,0.924354,6,17
12,4,0.918506,6,6
13,4,0.918506,6,40
15,4,0.918506,8,8
23,4,0.918506,6,6
29,4,0.906810,18,18
34,4,0.906810,24,24
44,4,0.889266,40,40
2,5,0.930202,0,0
4,5,0.924354,12,2
5,5,0.918506,5,5
6,5,0.918506,15,5
7,5,0.918506,5,12
9,5,0.918506,5,8
10,5,0.918506,5,5
15,5,0.924354,29,10
16,5,0.924354,9,10
21,5,0.918506,12,12
26,5,0.918506,12,12
28,5,0.918506,13,12
30,5,0.918506,12,2
33,5,0.918506,8,23
44,5,0.906810,34,34
48,5,0.889266,44,44
1,6,0.936050,33,6
2,6,0.930202,28,16
3,6,0.936050,0,0
5,6,0.930202,2,10
6,6,0.930202,30,5
10,6,0.930202,6,44
11,6,0.924354,48,5
15,6,0.924354,4,4
21,6,0.918506,9,7
22,6,0.924354,15,15
27,6,0.918506,26,26
32,6,0.918506,21,21
1,7,0.941898,3,32
2,7,0.936050,3,10
4,7,0.936050,0,0
7,7,0.936050,15,27
8,7,0.936050,3,32
10,7,0.930202,5,21
12,7,0.930202,2,6
20,7,0.924354,11,11
33,7,0.924354,22,1
38,7,0.918506,3,32
39,7,0.918506,3,32
1,8,0.942505,38,1
2,8,0.942505,1,1
3,8,0.942505,0,0
5,8,0.936657,2,2
10,8,0.936657,4,4
11,8,0.942505,12,7
13,8,0.936657,7,7
15,8,0.936657,8,8
19,8,0.930809,10,12
20,8,0.930809,10,39
22,8,0.930809,12,7
33,8,0.924961,20,20
39,8,0.924961,33,33
42,8,0.919113,10,39
3,9,0.942505,1,1
5,9,0.942505,0,0
8,9,0.942505,1,2
11,9,0.942505,3,3
14,9,0.936657,10,39
15,9,0.936657,42,15
16,9,0.936657,5,5
19,9,0.936657,10,22
20,9,0.936657,10,10
23,9,0.942505,11,11
24,9,0.942505,13,33
31,9,0.930809,20,19
47,9,0.924961,10,39
1,10,0.958108,20,15
2,10,0.963956,16,3
4,10,0.963956,0,0
10,10,0.963956,8,8
11,10,0.963956,47,5
15,10,0.963956,11,11
20,10,0.963956,23,23
22,10,0.963956,24,24
23,10,0.958108,20,14
25,10,0.958108,15,15
28,10,0.958108,16,16
35,10,0.958108,19,19
36,10,0.958108,20,14
40,10,0.952260,31,31
1,11,0.963956,1,25
2,11,0.958108,22,1
5,11,0.963956,2,2
6,11,0.963956,4,4
8,11,0.963956,23,4
10,11,0.963956,10,10
11,11,0.963956,11,11
15,11,0.963956,15,25
16,11,0.963956,28,15
21,11,0.963956,36,35
22,11,0.963956,40,20
23,11,0.963956,20,20
31,11,0.958108,15,25
34,11,0.958108,28,28
1,12,0.963956,0,0
2,12,0.963956,1,1
4,12,0.958108,2,2
8,12,0.963956,5,5
9,12,0.963956,8,8
11,12,0.963956,6,10
13,12,0.963956,11,11
19,12,0.963956,15,15
22,12,0.963956,16,16
33,12,0.963956,22,22
36,12,0.963956,23,21
39,12,0.958108,31,31
40,12,0.958108,34,34
1,13,0.963956,4,2
2,13,0.963956,39,1
3,13,0.963956,0,0
4,13,0.958108,40,4
7,13,0.958108,4,2
8,13,0.963956,22,19
10,13,0.963956,8,8
13,13,0.963956,11,11
16,13,0.963956,13,13
22,13,0.963956,19,9
34,13,0.963956,33,22
36,13,0.963956,36,36
39,13,0.958108,39,39
41,13,0.958108,39,1
1,14,0.963956,2,3
3,14,0.963956,41,1
4,14,0.963956,4,39
6,14,0.963956,2,3
7,14,0.963956,3,3
8,14,0.963956,7,16
9,14,0.958108,4,4
11,14,0.963956,22,13
12,14,0.963956,8,8
15,14,0.963956,10,10
20,14,0.963956,16,16
40,14,0.963956,36,34
1,15,0.969804,6,11
2,15,0.969804,8,40
6,15,0.963956,6,6
7,15,0.963956,3,3
9,15,0.963956,1,1
11,15,0.963956,7,9
12,15,0.963956,9,4
15,15,0.963956,15,9
16,15,0.963956,8,8
18,15,0.958108,9,4
19,15,0.958108,7,9
20,15,0.963956,6,11
21,15,0.963956,11,11
22,15,0.963956,12,12
34,15,0.963956,20,20
43,15,0.963956,40,40
1,16,0.969804,0,0
2,16,0.969804,1,1
4,16,0.969804,7,43
5,16,0.969804,2,2
7,16,0.963956,12,22
11,16,0.963956,7,7
12,16,0.963956,9,9
13,16,0.963956,7,18
15,16,0.963956,6,6
18,16,0.963956,9,11
19,16,0.963956,12,7
21,16,0.963956,6,1
22,16,0.963956,16,22
23,16,0.958108,12,7
26,16,0.963956,16,15
30,16,0.958108,19,15
33,16,0.963956,21,21
35,16,0.963956,20,9
42,16,0.963956,34,34
2,17,0.969804,1,1
3,17,0.969804,0,0
4,17,0.969804,2,2
5,17,0.969804,5,19
6,17,0.969804,4,26
8,17,0.963956,18,33
9,17,0.963956,7,7
12,17,0.963956,21,19
14,17,0.963956,30,12
16,17,0.963956,13,22
17,17,0.963956,11,11
18,17,0.963956,23,15
25,17,0.963956,5,19
39,17,0.963956,35,35
45,17,0.963956,22,42
2,18,0.969804,3,3
3,18,0.969804,2,2
4,18,0.969804,4,4
6,18,0.969804,5,5
13,18,0.963956,6,8
14,18,0.963956,9,9
19,18,0.963956,25,16
23,18,0.963956,18,18
24,18,0.963956,14,14
27,18,0.963956,12,17
35,18,0.963956,25,16
44,18,0.963956,39,39
46,18,0.963956,45,45
1,19,0.969804,3,6
2,19,0.969804,0,0
3,19,0.969804,4,27
5,19,0.969804,35,3
7,19,0.969804,14,6
8,19,0.969804,23,46
18,19,0.963956,13,13
23,19,0.963956,19,19
26,19,0.963956,23,2
27,19,0.963956,27,27
39,19,0.963956,27,24
48,19,0.963956,46,44
2,20,0.969804,1,1
4,20,0.969804,5,23
5,20,0.969804,2,3
6,20,0.969804,3,5
7,20,0.969804,5,5
9,20,0.969804,5,8
10,20,0.969804,27,3
12,20,0.969804,3,3
13,20,0.969804,2,3
14,20,0.969804,7,7
